pos/neg#beginning#ending#id#filename#sentence
0#3#18#8909091#nlo_2007_83_za33.html#Например, на| вопрос "Что для вас значит имя и дело| Ленина?
1#0#12#13240702#voplit_2006_1_ko11.html#|Басни – смерть моя!≉ ≈Насмешки вечные над львами|!
1#1#22#58063324#voplit_2006_1_ko11.html#над| орлами!≉ ≈@@@@@@@@@@ Кто что ни говори:≉ ≈Хотя животные, а все-таки цари|.≉   ≈■≉ └А.
0#0#8#1980635#voplit_2006_1_ko11.html#|«Горе от ума» ┘≉ ≈■≉   ≈Смерть.|
0#24#59#30666662#voplit_2006_1_ko11.html#С ней мирится ум, но сердце не мирится,≉ ≈@@@@ Болезненно сжимаясь| каждый раз.≉ ≈Не верится, что нет бойца, что он – угас <…>≉ ≈Внезапным натиском смертельного недуга≉ ≈@@@@ Боец| сражен.
1#60#66#17027395#voplit_2006_1_ko11.html#Аллюзия с └Иванушкой-дураком┘ из русской сказки дополняла метафору культурной бездомности незадачливого воспитанника маэстро Берлиоза.≉ ≈Булгаковский Иван – бездомен и в человеческом, и в духовном, и в историческом смысле; это буквально «|Иван, не помнящий родства|».
0#8#17#14019930#voplit_2006_1_ko11.html#Бездомный-поэт сродни вышедшему |из бездомных псов псевдочеловеку Шарикову.|
1#337#345#14425511#voplit_2006_1_ko11.html#Избранный им жанр политической басни, наивно-дидактический и насквозь вульгарно-политизированный, немало способствовал смысловой унификации стилевой эклектики и репрезентации поэтической «бедности» как основы «демократичного» и «революционного» творчества Демьяна.≉ ≈В своих поэтико-политических «манифестах» пролетарский поэт с удовольствием и нескрываемой гордостью, демагогически декларировал свою интеллектуальную и художественную «бедность» – как залог своей почвенной силы и крестьянской сметки, более того – поэтической интуиции:≉ ≈■≉ ≈@@@@@@@@@@@@@@@@@@ Мой ум – мужицкой складки,≉ ≈Привыкший с ранних лет брести путем угадки.≉ ≈Осилив груды книг, пройдя все ранги школ,≉ ≈Он все ж не приобрел ни гибкости, ни лоска…≉ ≈@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ («Маяк», 1918)≉ ≈■≉ ≈Со своей неизменной верностью └примитиву┘, в том числе с пристрастием к банальным образам и тривиальным идеям, Бедный связывал и свой литературный успех, и свою популярность в массах: ≉ ≈@≉ ≈Держася формы четкой, строгой,≉ ≈С народным говором в ладу,≉ ≈Иду проторенной дорогой,≉ ≈Речь всем доступную веду.≉ ≈■≉ ≈Прост мой язык, и мысли тоже: ≉ ≈В них нет заумной новизны…≉ ≈@@@@@@@@@@@@@@@@@@ («Вперед и выше», 1924)≉ ≈■≉ ≈В апреле 1911 года в большевистской газете «Звезда» появилось программное стихотворение «|О Демьяне Бедном, мужике вредном|» (1909), завершавшееся прозрачным призывом к народному бунту («Аль не стерпеть, отважиться?»).
0#20#33#3740612#voplit_2006_1_ko11.html#Здесь и родился знаменитый псевдоним, ассоциировавшийся с образом непокорного мужика, |носителя народной правды и поборника социальной справедливости.|
1#3#14#77760346#voplit_2006_1_ko11.html#Идет за| читателем, а надо быть немножко впереди|», подчеркивая при этом «агитационное значение» его работы 17■ .
0#32#51#46450496#voplit_2006_1_ko11.html#Между тем вождь все же заблуждался в отношении поэта: не только недостатки, но и творческие достижения |Бедного, его колоссальный успех в революционно настроенных массах держались именно |на дешевом популизме: Бедный только потому и был влиятелен в своей агитации, что шел └за┘ читателями и был └грубоват┘, даже просто └груб┘.
1#8#22#77810967#voplit_2006_1_ko11.html#Куда?≉ ≈С антикультурною основой≉ ≈|Он – под фашистским сапогом,≉ ≈Под гнетом власти безголовой|,≉ ≈Его судьбой играть готовой –≉ ≈Стал человечеству врагом <…>≉ ≈Он, в чьих руках и плуг и молот≉ ≈Обогатить могли страну,≉ ≈Он обрекается на голод≉ ≈И на кровавую войну <…>≉ ≈@@@@@ @@@@@@@@@@@(«Хей!
0#32#40#7029460#voplit_2006_1_ko11.html#Или “Доктор голода”», 1936)≉ ≈■≉ ≈В чем, в чем, а уж в политической наивности заподозрить Демьяна в |30-е годы было нельзя|.
1#64#74#53527235#voplit_2007_2_ko18.html#Некоторый свет на непростые взаимоотношения Виктора Некрасова и Владимира Максимова проливает недавняя публикация переписки Сергея Довлатова с Виктором Некрасовым, где последний в ряде писем сетует на излишнюю обидчивость В. Максимова, называет его “|немыслимо ранимым” 2■ борцом за идею| (это – в слегка ироническом ключе), втянутым во внутренние конфликты эмигрантской среды.
0#14#33#3864585#voplit_2007_2_ko18.html#“Но я все же за него, – пишет| Виктор Платонович, – что бывает очень трудно, иногда все висит на| волоске, – но он делает дело.
1#7#15#25746875#voplit_2007_2_ko18.html#–≉ ≈На такой вопрос “|сей остальной из стаи славной|” отвечал (люблю старинные формы), что не появляется, м.б., просто потому, что ничего не шлет.≉ ≈@И вот решился 2 – и в приложении “пук”.
0#22#51#3850387#voplit_2007_2_ko18.html#И мой глубокий поклон.≉ ≈@Плюс многая лета превосходному Вашему журналу.≉ ≈@@@@@@@@@@| С искренним уважением≉ ≈@@@@@@@@@@@@@@@@@@@@@@@|@@@@@@@@@@@@@@@@@@ Игорь Чиннов.≉ ≈■≉ ≈ 1 └Игорь Владимирович Чиннов┘ (1909–1996) – поэт, на Западе с 1944 года, неоднократно печатался на страницах “Континента”.
1#18#28#28138512#voplit_2008_3_tu18.html#Иной читатель, прежде довольствовавшийся блоковскими строчками о том, что “|Победоносцев над Россией простер совиные крыла|”, обнаруживает, какая это была неоднозначная фигура: участник зарубежных герценовских изданий, первоначально – сторонник освободительных реформ, человек, близкий Достоевскому, ценитель поэзии Тютчева и Фета, покровитель Чайков-ского и Римского-Корсакова…≉ А в пятом томе перед нами предстает не кто иной, как Владимир Пуришкевич, не только одиозный парламентский скандалист и рьяный юдофоб, но и разносторонний литератор – поэт, прозаик, памфлетист, отчаянный (чтобы не сказать – отважный) в отстаивании своих убеждений человек.
0#12#26#12325634#voplit_2008_3_tu18.html#≉ Уже при знакомстве с предыдущими томами| припоминались слова поэта о “куще сплетенных ветвей” – |столь велико множество прослеженных здесь писательских судеб, от самых знаменитых до почти, а то и просто неизвестных (не раз и не два заметки о таковых, в отличие от прочих, не сопровождаются портретами: не обнаружены, если вообще существовали).
1#265#284#51087976#nlo_2008_94_ma11.html#Их очень много: “В нашу гавань заходили корабли…”, “В Кейптаунском порту” П. Гандельмана 2 , “Кто не пират – тот не моряк…”, “Пират, забудь про небеса…”, “Пиратская кадриль” Н. Шабунина, “Пиратская” (“Из призрачных надежд не приготовить пищи…”) С. Погорелого, “Наш фрегат давно уже на рейде…” Ю. Зыкова, “Бригантина” (“Надоело говорить и спорить…”) П. Когана, “Мы с тобой давно уже не те…” Ю. Аделунга, “Пиратская” (“Я только нынче понял, как устал…”) Д. Авилова, “Флибустьерская лирическая” (“Пардон, сеньоры и сеньориты…”) С. Лившина, “В тавернах припортовых наша жизнь…” Л. Сергеева, “Песня старого пирата” (“На синем океане…”), “Пиратская” (“По бушующим морям…”) и песни из кинофильма “Остров сокровищ” (1971) Ю. Кима, “Пиратская песня” (“Черный флаг пиратский…”) Ю. Визбора, “Пиратская лирическая” (“В ночь перед бурею на мачте…”) Б. Окуджавы, “Пиратская” (“Пират, забудь о стороне родной…”) А. Городницкого, “Пиратская” (“|На судне бунт, над нами чайки реют!..”), “Еще не вечер|” (“Четыре года рыскал в море наш корсар…”) и “Был развеселый розовый восход…” В. Высоцкого – и многие, многие другие 3 .
0#13#23#7317911#nlo_2008_94_ma11.html#≉ ≈Несмотря на сюжетные, стилистические и жанровые |различия песен, образ пирата в них| обладает набором совершенно устойчивых черт.
1#10#18#40549177#voplit_2011_5_ma9.html#С тяжелой руки Станислава Куняева (“|Добро должно быть с кулаками|”) и стоящей за ним “русской партии” Есенина торжественно возвели в новый чин - персонифицированную национальную идею, в результате чего он и оказался в пантеоне неприкасаемых.
0#16#31#3607746#voplit_2011_5_ma9.html#Не только на английских его костюмах, даже на |полумаскарадной крылатке и “пушкинском” цилиндре не должно было |быть ни пылинки.
1#102#112#4659571#voplit_2011_5_ma9.html#Когда с сохранившихся в его архиве пластин сделали, используя современную технику, профессиональные отпечатки, даже невооруженному глазу стало ясно: якобы └зияющая рана на лбу - ┘всего лишь деформация мягких тканей межбровья, неглубокая (0,5 см) вмятина, образовавшаяся в результате длительного контакта с горячей трубой водяного отопления.≉ Подвергся экспертизе и подлинник последнего стихотворения Есенина “|До свиданья, друг мой, до свиданья|…” Вокруг этого документа кипели огнедышащие страсти.
0#38#57#8990468#voplit_2011_5_ma9.html#Для адептов версии “убийство!” написанный кровью текст (по смыслу предсмертная записка) был слишком увесистым └камнем преткновения.┘ Для убедительности их| концепции тяжелый сей камень надо было непременно отвалить от Дела| об убийстве.
1#32#70#86320898#voplit_2011_5_ma9.html#Он повторит ее, переиначив применительно к раздумьям о посмертной судьбе своей поэзии, и в прощальных стихах:≉ ■≉ |Предназначенное расставанье≉ Обещает встречу впереди.≉ ■≉ Прочел всемирный путешественник и самую громкую из правдинских публикаций Троцкого “Формальная школа поэзии и марксизм|” (20 июня 1923).
0#8#16#5324652#voplit_2011_5_ma9.html#Ее и в августе |все еще обсуждала литературная Москва|.
1#17#29#6568870#voplit_2011_5_ma9.html#└Хотеть любить власть - ┘в природе вещей (чтоб быть “|со всеми сообща и заодно с правопорядком|”).
1#10#82#7550498#voplit_2011_5_ma9.html#Тогда приходится искать благородный прецедент:≉ ■≉ |Столетье с лишним - не вчера,≉ Но сила прежняя в соблазне≉ В надежде славы и добра≉ Глядеть на вещи без боязни.≉ ……………………………..≉ Но лишь сейчас сказать пора,≉ Величьем дня сравненье разня:≉ Начало славных дел Петра≉ Мрачили мятежи и казни|…≉ ■≉ Пастернак обманывал сам себя.
0#2#10#44690314#voplit_2011_5_ma9.html#Случай |Пушкина, как и случай Есенина|, - другой случай.
0#66#88#8953935#voplit_2011_5_ma9.html#И к Пушкину, и к Есенину “отвратительная” Власть вдруг, нежданно-негаданно, обернулась заинтересованным и внимательным лицом, и это человеческое лицо им просто понравилось…≉ ■≉ П у ш к и н, “Друзьям”, 1828:≉ ■≉ Нет, я не |льстец, когда царю≉ Хвалу свободную слагаю:≉ Я смело чувства выражаю,≉ Языком сердца| говорю.≉ ■≉ Его я просто полюбил:≉ Он бодро, честно правит нами;≉ Россию вдруг он оживил≉ Войной, надеждами, трудами.≉ ■≉ Е с е н и н, “Железный Миргород”, 1923:≉ ■≉ “Мне нравится гений этого человека…”≉ ■≉ ■≉ ■≉ ■≉ С Н О С К И≉ [1] Здесь и далее цитаты из произведений С. Есенина даются по изд.
1#0#7#44343209#nz_2012_4_k20.html#|≉  Сократ  ┘≉  ■ ≉  Почему аборигены съели| Джеймса Кука?
1#0#9#12218377#nz_2012_4_k20.html#|≉ Но почему аборигены съели Кука|?
0#8#17#16116887#nz_2012_4_k20.html#≉ Мне представляется совсем простая| штука: ≉ Хотели кушать – и съели| Кука.
0#7#22#7670970#nz_2012_4_k20.html#≉  Владимир Высоцкий ┘≉ ■ ≉ Вполне |вероятно, у гавайцев была масса причин для того, |чтобы съесть английского мореплавателя Джеймса Кука.
1#13#22#75068954#nlo_2000_45_main19.html#Он заменялся бесконечной устной дискуссией по двум| вопросам: 1) А была ли| бабушка?
0#2#14#61832844#nlo_2000_45_main19.html#2) |На каком языке написан роман в оригинале|?
1#0#4#12783113#nlo_2000_45_main19.html#|Ниоткуда с любовью|.
1#1#10#3626809#nlo_2000_45_main19.html#Рассказы|; Париж, 1987; Ниоткуда с любовью|.
0#0#10#1795242#nlo_2000_45_main19.html#|М., 1990; Тема без вариаций.|
0#1#12#73713625#nlo_2000_45_main19.html#Многочисленные| публикации в русской и французской периодике|.
1#7#27#1286195#nlo_2009_96_zh14.html#≉ В манифесте футуристов «|Пощечина общественному вкусу» (1912) стояло: ≉  Бросить Пушкина, Достоевского, Толстого и проч|.
0#1#13#81647273#nlo_2009_96_zh14.html#с| Парохода современности (Русский футуризм 2000: 41)|.
1#8#18#7314891#nz_2011_1_ku1.html#Знаменитая сентенция Николая Островского: “|Самое дорогое у человека - это жизнь|.
0#31#50#1970405#nz_2011_1_ku1.html#Она дается ему один раз, и прожить ее надо так, чтобы не было мучительно стыдно за| бесцельно прожитые годы”, - выглядит как буквальная цитата из пуританской проповеди|.
1#8#18#2173314#voplit_2010_5_ko2.html#Поговорили о том, что “|талантам надо помогать, бездарности пробьются сами|”, разработали программу действий: известные писатели и редакторы журналов разъехались по 20-ти разным российским городам и весям для творческих встреч с читателями, в поисках новых писательских имен и рукописей (так было и в последующие годы).
0#35#87#83574411#voplit_2010_5_ko2.html#И уже осенью, в октябре, собрались впервые в подмосковных Липках прошедшие творческий конкурс сто пятьдесят молодых литераторов из| разных уголков России (а впоследствии к ним присоединялись отдельные авторы из ближнего и даже дальнего зарубежья).≉ Это было событие, это был взрыв энергии - тем, имен, исканий|, надежд, знакомств, открытий.
1#4#12#32963821#voplit_2010_2_fo27.html#А потом, |как говорится, пошла писать губерния|.
0#2#20#37926243#voplit_2010_2_fo27.html#Как |из земли вырос около нас какой-то чичероне, рекомендованный внимательным к| иностранной клиентуре ресторатором.
1#80#94#83430133#nlo_2006_80_ze28.html#То же происходит и при других видах семиотической интерпретации, не являющихся переводом в точном смысле слова, – при экранизации романа, при вербальном описании картины (экфрасисе) и т.п. ≉ ≈Условия и результат сделки-трансакции всегда эмпирически случайны, отсюда непредсказуемое богатство их возможностей: “|нам не дано предугадать, как слово наше отзовется|”, – никогда не известно заранее, как читатель прочтет авторский текст, как та или иная словесная структура, использованная в оригинале, зазвучит при ее передаче на тот или иной язык перевода.
0#11#48#61308334#nlo_2006_80_ze28.html#Такая “слабая”, алеаторная, практическая логика, подобная| логике социальной практики у П. Бурдье, – перспективный метод для анализа как художественных, так и других видов коммуникации 6 .|
1#22#65#2007327#voplit_2004_2_lev14.html#Того самого, кстати, где за несколько месяцев до этого состоялось обсуждение «|Золотой розы».≉ ≈После вступительного слова Льва Славина, напомнившего присутствующим актуальное во все времена высказывание Хлебникова, что люди делятся на изобретателей и приобретателей|, после коротких речей еще нескольких ораторов на трибуне появился Паустовский.
0#3#59#8649479#voplit_2004_2_lev14.html#Он рассказал|, что недавно, на борту теплохода «Победа», совершая круиз по Средиземному морю и Атлантике, имел случай близко познакомиться с Дроздовыми (Дроздов – фамилия крупного номенклатурщика из дудинцевского романа) и убедился, |что эти невежественные и мракобесные деятели представляют страшную угрозу для нормального развития страны.
1#12#25#76958516#nlo_2006_77_ch4.html#Но лучше бы Мандельштам не писал «|Мы живем, под собою не чуя страны…|».
0#3#11#5224886#nlo_2006_77_ch4.html#И не| читал бы это всем.|
1#2#11#7677491#nlo_2006_77_ch4.html#Но «|Роняет лес багряный свой убор…|» (пропел очень точно первую фразу) – это… Романсы Глинки, Рубинштейна – это: Пушкин и Рубинштейн, Пушкин и Глинка, а Свиридов – это Пушкин и Пушкин!
0#0#8#3554431#nlo_2006_77_ch4.html#|(Не «Сожженное ли письмо»|?..
1#14#58#4545732#km_2006_3_pe17.html#Холшевников обязан лишь заставить Гаспарова это увидеть.≉ ≈■≉ ≈|Куда как страшно нам с тобой,≉ ≈Товарищ большеротый мой!≉ ≈<…>≉ ≈А мог бы жизнь просвистать скворцом,≉ ≈Заесть ореховым пирогом…≉ ≈@≉ ≈Да, └видно┘, нельзя никак|.
0#10#20#7309939#km_2006_3_pe17.html#(1930) 14 ≉ ≈■≉ ≈Появление этого стихотворения|, как известно, ознаменовало собой выход |Мандельштама из мучительного пятилетия поэтической немоты (ср.
1#1#7#8253593#voplit_2007_6_so25.html#“|Раззудись, плечо, размахнись, рука|!”;≉ В. и О. Твардовские.
0#0#11#2413148#voplit_2007_6_so25.html#|М. Золотоносов против “Нового мира”.≉ ≉ ■≉ ■≉ Афанасьев| И.
1#30#83#3051312#voplit_2007_3_iv7.html#Смотрите, как на мне топорщится пиджак”), он же, подчеркивающий в 1924-м свою а-современность (“|Нет, никогда, ничей я не был современник, / Мне не с руки почет такой”), и, казалось, нарочито бравирующий своей несовременностью Пастернак (“Какое, милые, у нас / Тысячелетье на дворе?|”) – оба 1) современники; 2) современны – и тогда, когда процитированные строчки были написаны, и сейчас.
0#9#21#1848045#voplit_2007_3_iv7.html#Притом непроходящая современность, как правило|, – опережающая современность, современникам зачастую непонятная, современниками |высмеиваемая (см. советские эпиграммы на Пастернака).
1#44#53#23999840#nlo_2004_65_klein10.html#Стихотворение завершается житейской мудростью: ≉   ≈<…>≉ ≈Что слава, счастье нам прямое – ≉ ≈Жить с нашей совестью в покое [73].≉   ≈В знаменитой неоконченной “грифельной” оде “|Река времен в своем стремленьи…|”, начало которой Державин написал за три дня до смерти, он снова возвращается к теме ничтожной славы – на этот раз окончательно и бесповоротно [74].
0#61#82#49820628#nlo_2004_65_klein10.html#≉ ≈Когда через год после “Моего истукана” Державин вновь обращается к теме собственной славы в “Памятнике”, его тон лишен какой бы то ни было самоиронии; как и в “Лебеде” и “Лирике”, |никакого скепсиса по поводу недолговечности славы в данном случае нет [75]|.
1#30#38#57801820#nlo_2004_65_klein10.html#Далее Державин говорит о своей оде “Бог” и, наконец, своим■третьим достижением считает то, что “|истину царям с улыбкой” говорил|■[79].
0#12#25#4973741#nlo_2004_65_klein10.html#Этот список заслуг, в котором на |первом месте стоит осуществленное поэтическое обновление хвалы |правителю, производит впечатление антикульминации.
1#8#177#6222532#voplit_2006_5_kn9.html#Разве что на выбор:≉ ≈«|…надежды маленький оркестрик / под управлением любви»; «ты научи любви, Арбат, / а дальше – дальше наше дело»; ≉ ≈знаменитая песня 1967 года, где Арбат виртуально присутствует, – «Возьмемся за руки, друзья, / чтоб не пропасть поодиночке»;≉ ≈так же обстоит дело с постоянно владевшим поэтом чувством своего тождества с таким кругом – «…подъездов глушь, / и мостовых дыханье, неизменно / мы ощущали близость наших душ» 20■; ≉ ≈«В раннем детстве верил я, / что от всех болезней / капель Датского короля / не найти полезней <…> Солнце, май, Арбат, любовь – / выше нет карьеры… / Капли Датского короля / пейте, кавалеры|».
0#2#60#12801678#voplit_2006_5_kn9.html#Сюда |же – интимно человечный тон этих стихов и песен: «Кури, мой друг сердечный, / сдаваться не спеши, / пока течет он грешный / неспешный пир души» и, в опосредствованном виде через отсылку к Шекспиру|: «Когда ж придет дележки час, / не нас калач ржаной поманит, / и рай настанет не для нас, / зато Офелия помянет» 21■; ≉ ≈острое чувство наступающего и наступившего отмежевания от другого круга и другой, чужой, солидарности: «Бывают у дворников тоже простые и праздничные, золотые деньки.
1#40#59#1397512#voplit_2006_5_kn9.html#Для Пушкина и/или Мицкевича с их культурно-историческим опытом минувшего полустолетия обрыв становится важной деталью означающего, которой соответствует изменившееся означаемое: «|Куда ты скачешь, гордый конь, / И где опустишь ты копыта?|» у Пушкина, «Одним прыжком на край скалы взлетел, / Вот-вот он рухнет вниз и разобьется»■– у Мицкевича.
0#29#37#7812617#voplit_2006_5_kn9.html#В этот ряд может быть поставлен и эскиз памятника Александру III Паоло Трубецкого, явно (и| пародийно) ориентированного на скульптуру |Фальконе.
1#172#214#60607334#voplit_2006_5_kn9.html#Стихотворение заслуживает того, чтобы его припомнить и медленно, внимательно перечитать.≉ ≈@≉ ≈Пускай моя любовь как мир стара, –≉ ≈лишь ей одной служил и доверялся≉ ≈я – дворянин с арбатского двора,≉ ≈своим двором введенный во дворянство.≉ ≈За праведность и преданность двору≉ ≈пожалован я кровью голубою.≉ ≈Когда его не станет – я умру,≉ ≈пока он есть – я властен над судьбою.≉ ≈Молва за гробом чище серебра≉ ≈и вслед звучит музыкою прекрасной…≉ ≈Но не спеши, фортуна, будь добра,≉ ≈не выпускай моей руки несчастной.≉ ≈Не плачь, Мария, радуйся, живи,≉ ≈по-прежнему встречай гостей у входа…≉ ≈|Арбатство, растворенное в крови,≉ ≈неистребимо, как сама природа.≉ ≈Когда кирка, бульдозер и топор≉ ≈сподобятся к Арбату подобраться≉ ≈и правнуки забудут слово «двор|» –≉ ≈согрей нас всех и собери, арбатство.≉ ≈■≉ ≈Первое, что обращает на себя внимание, – это противоречие между словами «арбатский двор», с одной стороны, и названием стихотворения и словами «как мир стара», с другой.
0#18#28#24214373#voplit_2006_5_kn9.html#Само это явление как форма общественной жизни и общения, |прежде всего, отроческого, возникло не раньше| 1920-х годов.
1#2#11#82706516#voplit_2006_5_kn9.html#/ Их| тьмы, и тьмы, и тьмы|»;≉ ≈«Вот какое нынче время – / все в проклятьях и в дыму…/ потому и рифма “бремя” / соответствует ему»; ≉ ≈«…Но гитару придется оставить / в прежней жизни, на том берегу»; ≉ ≈«Вымирает мое поколение, / собралось у двери проходной.
0#4#17#27037200#voplit_2006_5_kn9.html#/ То ли| нету уже вдохновения, / то ли нету надежд|.
1#1#19#80517602#nz_2011_6_n23.html#└|Self-made men┘ находят себя в поэтическом “слове как таковом|”.
0#30#47#13594323#nz_2011_6_n23.html#Другая характеристика, свойственная им, – стремление создать фиктивный мир (о чем писала еще Ханна Арендт) и |охранять его, терроризируя тех, кто пытается развенчать тоталитарные фикции.|
1#32#36#89680945#nz_2011_6_n23.html#В противоположность поэзии тиранов Манчев называет такую поэзию “тиранической”, ибо (начиная от Уильяма Блейка и заканчивая “|Председателем Земного шара|” Велимиром Хлебниковым) она стремится утвердить во главе мирового порядка поэта (автор статьи цитирует в этой связи строки Блейка: “Я должен создать систему, или я стану рабом системы другого” (s. 343)).
0#20#37#46635038#nz_2011_6_n23.html#Таким образом, тираноборчество подобных текстов ставится под вопрос: возможно, как |пишет Манчев, тираны Нового времени лишь подражали тиранической романтической |поэзии, извращая ее (s. 351).≉ Впрочем, поэт, надевающий на себя маску властелина мира, почти всегда чувствует необходимость показать и иной лик.
1#22#75#74027037#nz_2011_6_n23.html#Сочетание крайней ничтожности и предельной значимости проступает у Державина в “Боге” (“|Я царь – я раб – я червь – я бог!”[12]); самоумаление автора можно найти у Пушкина в “Поэте” (“И меж детей ничтожных мира, / Быть может, всех ничтожней он|”[13]).
0#29#38#4565526#nz_2011_6_n23.html#Неслучайно, переходя к литературному творчеству, тираны теряли всю свою уверенность, подобно Каддафи, чье лирическое “я|” осциллировало между омнипотенцией и бессилием|.
1#62#71#3079570#voplit_2009_2_sk17.html#А они ее └любят┘, и их оскорбляет, да и бесит, это отрицание у них любви: любви, направленной не на какую-то нетленную, почти трансцендентную “сущность” России, а на Россию “эмпирическую”, на └родину┘ (“|Да, и такой, моя Россия!|”).
0#31#80#4690886#voplit_2009_2_sk17.html#Но на практике Солженицын во имя “своей” России выкидывает из нее половину ее исторической плоти (Петербург|, XIX век, Пастернака и т. д.), предпочитает ей, в качестве идеала, - Аввакума и раскольников, а “Синявские” все-таки как-никак презирают всякую ее “плоть”, остаются безнадежными|, “культурными элитистами”.
1#14#108#8111383#nz_2004_37_ve4.html#Вот как это сформулировано в самом меморандуме:≉ ≈|Либо тихое и в чем-то даже приятное погружение в окончательное историческое небытие, либо возвращение в историю, основанное на безусловной вере в то, что смерть можно будет побороть усильем воскресенья… То, что на духовно-метафизическом языке называется воскресением России, на языке вещно-политическом называется ускоренной модернизацией, мощным экономическим ростом|.≉ ≈[…] Политика роста - это еще и ключ к становлению России и оформлению нынешнего рыхлого конгломерата разнородных земель и территорий в единый организм, ибо именно в условиях быстрого хозяйственного роста - и никак иначе - состаивались все известные нам сильные национальные государства.≉ ≈Авторы, таким образом, утверждают возможность изоморфизма политики и экономики , с одной стороны , - и метафизики и даже религии (см. раскавыченную цитату из Пастернака) -- - с другой.
0#99#108#5162376#nz_2004_37_ve4.html#Утверждение, что Россия должна быть одним из мировых лидеров «по праву», является отсылкой к традиционным мессианским представлениям, поскольку других «прав» на лидерство у России, вроде бы, нет (не считая ядерного оружия и права вето в Совете безопасности, но ведь не о них речь).≉ ≈В собственно экономической области меморандум, естественно, |не содержал какой-то определенной программы.|
1#34#70#48804443#nz_2004_37_ve4.html#Важнейшей, ибо, соединяя людей на основе общей судьбы, общих преданий и культурных переживаний, она облегчает общественную коммуникацию (|одно дело - сообщаться при наличии единого культурного кода, другое дело - при его отсутствии, по методу «твоя-моя не понимай|») и служит залогом необходимой общественной солидарности.
0#66#105#89244673#nz_2004_37_ve4.html#Когда мы в сугубо либеральном духе признаем уникальность и неповторимость каждой человеческой личности, по-своему осуществляющей замысел Создателя о себе, ничто не препятствует нам сходным образом признавать такую же уникальность и ценность каждой национальной |личности, веря в то, что у Создателя есть и о каждом народе Свой замысел.≉ ≈[…] признавать наличие проблем и конфликтов|, могущих возникать у национального организма.
1#5#14#8239420#nz_2004_37_ve4.html#Остается выбор между| нынешним «тащить и не пущать|», к тому же - все равно неэффективным, и сознательным допущением дискриминационных норм иммиграции, и автор прозрачно намекает, что второе предпочтительнее:≉ ≈Надо определяться, что нам более интересно: судьба закордонных русских и собственная национально-культурная идентичность или светлые горизонты политкорректности.≉ ≈Непонятно, осознает ли Соколов, какую коллизию породила бы реализация его предложения.
0#59#71#1264373#nz_2004_37_ve4.html#Ведь иммиграционные чиновники никак не смогут проверить принадлежность человека к русской культуре, они смогут проверить или его этническое происхождение (с изрядной долей условности отображенное в советских еще документах), или знание| русского языка и неких азов русской |культуры.
1#12#22#4263834#nlo_2005_75_chum19.html#Вот судьба или случай и подстерегли: «|Как сумасшедший с бритвою в руке|».
0#49#62#4399379#nlo_2005_75_chum19.html#≉ ≈В откликах на его книгу «Ложится мгла на старые ступени» отмечалась одна черта в изображении предметов и вещей, которой, вроде бы, Александр Павлович мог |научиться у Чехова и у своего чеховедения.|
1#16#28#31922485#nlo_2009_96_za33.html#Весь этот набор фактов рисует вполне узнаваемую коллизию (“|не продается вдохновенье, но можно рукопись продать|”).
